text,label,reason,current_label,category,video_id,ts
os comentaristas palmeirense não aceita o gol do sp,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:31.032-03:00
vamos ganhar porcooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:26:54.226-03:00
meu deus os jogadores do palmeiras força muito santo Deus,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:12:57.868-03:00
CHUPA CORINTHIANS KKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:56:59.627-03:00
Roubaram o primeiro se não tivesse acontecido o segundo gol do VARMEIRAS mais a juíz não deu o primeiro se não estava 1x1,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:40.445-03:00
"A FPF está em festa, o time deles está na final de novo.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:49.250-03:00
Time sem vergonha só pensa em pênalti,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:04.644-03:00
vmsss palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:38:03.025-03:00
por favor deus abençoe o são Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:23.687-03:00
booooooraaaaa SPPPPPPP,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:15:59.206-03:00
crespo tá inventando em tirar o melhor jogador do meio danielzinho,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:02:22.331-03:00
são paluooooooooooooooooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:17:16.282-03:00
trikas time fraco demais,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:20:03.527-03:00
Po Miguel fica encostado lá n;-;,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:27.797-03:00
vem trikasssss,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:16:13.859-03:00
Quem é essa cara mano ? Já me irritou !,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:07:42.783-03:00
5 x 0,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:37:27.674-03:00
Nenhum dos dois foram pênaltis. As trikas são choram,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:46:41.764-03:00
"TOMARA QUE O SAO PAULO PASSA, PEGA E NOVORIZONTINO E O NOVORIZONTINO GANHA",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:35.633-03:00
QUE ABSURDO SLC,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:44:38.037-03:00
não teve hidratacao,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:20:32.284-03:00
dalhe dalhe dalhe porcoooo e dalhe dalhe dalhe porcoooo meu time e vencedor minha torcida é o terror,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:45:55.055-03:00
fala da classificação do Palmeiras porraaa... anti do Kara.....,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:38:20.052-03:00
sao pauli bi,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:58:55.456-03:00
porra foi nada,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:30.459-03:00
u haha palmeiras vai ganhar,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:27:57.760-03:00
EI MINHA BOLA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:06:09.571-03:00
Gooooool,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:05.580-03:00
chora trika,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:50:58.554-03:00
simurock,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:09:24.855-03:00
o jogador redbulll tem razão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:27.179-03:00
TA GARRADO KKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:07:52.777-03:00
vamos jogar palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:49:19.054-03:00
meu deus ajudar por favor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:27:24.067-03:00
jogo vendido roubado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:31:06.381-03:00
KKKKKKKKKKK ESSA TORCIDA É MTO RUIM PQP,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:17:20.223-03:00
palmeiras so ganha por causa da arbitragem,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:54:31.913-03:00
palpite: SP 1 Palmeiras 0 espero um bom jogo.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:18:10.919-03:00
pra compensar kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:27.639-03:00
SÃO PAULOOOOOOOOOOOOOOOOOOO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:10:50.120-03:00
ganhou roubado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:47.426-03:00
pênalti roubado do Crlh kkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:42.786-03:00
só ah sim pra ganha sendo ajudado pelo var é fácil ganha..,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:20.615-03:00
vm fazer gol,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:22:45.604-03:00
f cazé tv,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:22:55.527-03:00
tem var pra que,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:03:44.527-03:00
passaram a mão no sp,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:20.092-03:00
"Foi pênalti, roubalheira do caralho",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:15.671-03:00
"CRESPO É UMA FRACO. FRACO FRACO FRACO. FRACO. ESSE ELENCO DO SÃO PAULO É UM PIPOQUEIRO, PIPOQUEIRO, PIPOQUEIRO",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:52:44.465-03:00
AQUIIIIIIIIII É O FLAMENGO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:23:34.022-03:00
não choraxxxxxxxxxxxxx palmeiras e sao paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:04:56.872-03:00
joia da princesa,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:28:04.255-03:00
Abel tá esperando complicar para mexer teimoso demais !!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:40.690-03:00
PALMERENSI,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:08:45.923-03:00
Sou são-paulina isso daí já tá feio,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:47.646-03:00
"só Corinthians no chat, como vocês são pequenos",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:58:44.928-03:00
é falei,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:59:20.563-03:00
não foi,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:44:42.886-03:00
PALMEIRAS 6 A 0 SÃO PAULO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:41:01.742-03:00
vai entrar e entrega,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:06:16.011-03:00
3x1Sao Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:42:23.078-03:00
a não e alann né cazé,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:03.858-03:00
NO choraazxxx,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:54:07.990-03:00
51 É O QUE GENTE EM,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:59:10.512-03:00
Antônio Viniciusr chves,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:02:30.719-03:00
Novorizontinoooooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:39:57.859-03:00
penaaallti,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:43:30.669-03:00
aqui e Palmeiras pora,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:13:13.269-03:00
nada a ver penal o cara se jogou po,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:50.633-03:00
"Djalma, onde bateu na cintura???",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:56:04.791-03:00
cara como pode os comentarista fala mal do pênalti nao precisa ter gatilho esses caras deveriam estudar mais meu o pênalti foi correto ele nao visou a bola e abriu o braco num altura nao permitida,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:06:38.662-03:00
taquepariu mulher nãoóoooooooooooooollll,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:48:05.872-03:00
"os são paulinos se doendo hora dessa, deixa pra chorar depois hein",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:48:42.843-03:00
"favorecido pela arbitragem de uma maneira escandalosa. perder é do jogo, mas ser roubado assim é nojento",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:17.826-03:00
vamos sss palmeiraaaaaassssssw,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:17:08.750-03:00
QUE BOSA~,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:21:19.710-03:00
são Paulo e meu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:06:06.987-03:00
mosaico lindo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:22:17.930-03:00
o a briga,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:24:53.109-03:00
"Tá suave, pro Palmeiras paulista não importa",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:28:43.637-03:00
casos são casos kkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:09.131-03:00
Sou Corinthiano e o Djalminha é muito clubista. Se ela tivesse dado o pênalti na mão o São Paulo iria empatar o jogo. Vergonha!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:55:55.795-03:00
bora São Paulo pra cima né possível que vão perder pro palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:51:58.585-03:00
Kkkk palmeirense sonha kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:34:00.688-03:00
arbitragem parece que é palmeirense. e vcs da caze todos felizes com o Palmeiras a frente,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:56:11.529-03:00
Arrumaram um pênalti pra o São Paulo é engraçado os palmeirense falar isso kkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:06:10.227-03:00
BRASIL X CROÁCIA??,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:20:03.368-03:00
cazé sou seu fã,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:13:29.610-03:00
Bora São Paulo se nao fizer gol ai tá feio viu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:34:24.510-03:00
sujeira sujeira sujeira,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:30:46.405-03:00
arboleda chama gol muito.mais Alan Franco,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:42.653-03:00
mundial cachaça 51,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:37:21.412-03:00
Gooool do Sao paulooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:09:45.788-03:00
a não arbitragem feminina num jogo desse,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:28:59.593-03:00
1x3 palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:50:31.477-03:00
olha o empate,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:26.929-03:00
Simões é chato pra caralho,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:50:12.886-03:00
isso que é futebol,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:51:50.971-03:00
todo ano o São Paulo é gafado pela arbitragem,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:04:35.551-03:00
ENZOS,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:19:34.503-03:00
eu sabia q no plástico nois ia ser roubado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:34:35.634-03:00
falta muito?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:17:20.464-03:00
Só não marcou pq foi pro São Paulo. Começou o roubo queria ver se fosse ao contrário Abel chorão ia entrar em campo aí fica fácil ganhar...,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:47:20.678-03:00
Se interclubes desse garantia de algo as Trikas não estavam nessa pindaíba,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:27:02.087-03:00
ad infinikto kkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:28:13.069-03:00
ETERNOS BI REBAIXADOS E SEM MUNDIAL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:17:39.809-03:00
bora fazer mais palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:56:27.108-03:00
só Palmeiras vira kk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:43:38.385-03:00
são paulo 2x2,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:13:29.431-03:00
"quantos pênaltis vc queria que marcasse, seu trika chorão?",0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:00:22.227-03:00
Vamo ver se o arbitro de hoje trabalha direito e para de roubar pra porcaiada,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:07:32.593-03:00
sera que vão falar do matogrossense? mixto x luverdense,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:39:19.513-03:00
o são piulo chora demais,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:38.063-03:00
vdd,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:57:32.913-03:00
"quando foi com o são Paulo os varmeirense não tava reclamando,bando de hipócrita",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:30.256-03:00
roubado mais vez,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:41.730-03:00
LUAN FICOU 3 ANOS SEM JOGAR BOLA !!!!! COMENTA ISSO TAMBÉM !!!!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:54:59.308-03:00
aqui e Corinthians sempre,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:18:25.828-03:00
de novo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:21:52.801-03:00
e ruim de mas,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:59.437-03:00
51 + 51,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:25:07.993-03:00
VERDÃO É CATARRO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:47:58.766-03:00
br verdao,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:43:14.662-03:00
Pix era falso,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:19.486-03:00
quero ver quando vier os jogadores no meio do ano nino fabinho,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:02:20.369-03:00
SÃO PAULO SÃO PAULO  SÃO PAULO SÃO PAULO SÃO PAULO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:44:30.790-03:00
falta bluetooth,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:06.380-03:00
Maio do Brasil,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:25:48.580-03:00
br sppppppppppppppp,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:36:27.225-03:00
"manda um abraço para meus amigos, Kiko, Zinho, Lindo e Branco.",0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:57:15.501-03:00
2.0 palmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:04:15.537-03:00
"Luizinho correndo do assunto,igual ele correu pro banheiro no intervalo!",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:15:55.410-03:00
ATROPELO,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:35:02.011-03:00
Sousa ta chorando,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:56:11.782-03:00
Por que esse cara da entrevista tá falando assim? Parece que teve um derrame,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:32:29.097-03:00
vai tricolor!!!!!!!! vai tricolor!!!!!!!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:30:56.983-03:00
bora sao paulo acaba com Carlos Miguel esse mão de alface vai Corinthians,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:24:40.748-03:00
Pé de Rato,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:16:40.238-03:00
palmeiras esta apitando o hoje agora kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:49:10.446-03:00
da pra mim por favor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:42:34.418-03:00
14 X 11 E FACIL NÉ. ARBITRO CAMPO E VAR TBM CONTAM,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:23:57.267-03:00
Caralho foi muiiiiito pênalti mkkkkkkkkk varmeiras carai mds do céu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:57:46.379-03:00
"vamo São Paulo, confiamos na virada, pelo menos no empate",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:34:00.904-03:00
verdão!!!!!!!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:10:23.944-03:00
palmeiras e forte,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:25:09.424-03:00
Arbitragem nem disfarça mais,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:50:28.791-03:00
Palmerda favorecido cm sempre kkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:38.566-03:00
palmeiras meu amor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:16:39.477-03:00
VAMOS!!!! TRICOLOR OROROR!! AQUI É SÃO PAULOOOOOO!!!!,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:19:27.305-03:00
NEM SEI PQ OS PALMEIRENSE TAO FALANDO TOMARAM DE 4 PRO NOVORIZONTINO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:28:55.427-03:00
vamos sao paulooo não importa sempre serei tricolor,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:30:44.164-03:00
PALMEIRAS É INJUSTIÇADO! NÃO SÓ O PALMEIRAS É BENEFÍCIAOD,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:33:55.286-03:00
tomaaaaaaaaaa boaaaaaa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:29:39.470-03:00
"dito isso, palerma segue sem mundial kkkkkkkkkkkkkkk",0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:03:36.701-03:00
verdão neles,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:10:51.047-03:00
TORCIDA FRACAAAA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:29:17.035-03:00
ótimo.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:40:27.444-03:00
são Paulo vai ser roubado novamente,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:34:34.338-03:00
Pelo jeito palmeiras será vice de novo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:19:51.416-03:00
SP com futebolzinho de AP,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:41:26.497-03:00
o braço está atrás do corpo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:00.508-03:00
"canto, canto, canto, canto, canto, canto, canto, canto preciso de 8 cantos",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:11:13.626-03:00
"era pra tá 1 a 1, mas a juiza quis aparecer",0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:01:48.054-03:00
contra tu do e contra todo apenas com jesus e nossa senhora vai são Paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:49:56.930-03:00
ressacada,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:29:58.521-03:00
hohe nós amassa as pepas,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:36:46.291-03:00
ju cabral viajante do tempo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:52.038-03:00
Palmeiras.,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:18:09.229-03:00
goooooooool crl,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:24:54.678-03:00
"Putz ,falou mau do Gramado ,agora ela vai sair em defesa do Gramado kkkkk",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:08:43.936-03:00
KKKKKK NAO E POSSIVEL,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:31.116-03:00
Joao pega pietraaaaaa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:41:07.118-03:00
NEM A TORCIDA TA GUENTANDO ESSA JUIZA KKKKKKKKKKKKK,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:10:24.114-03:00
pênalti clarro,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:23:35.627-03:00
hard rock,0,chatgpt,0,,V580YrkHCB8,2026-03-02T00:33:35.605-03:00
penalti clara mente na mao,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:44:38.802-03:00
SAO PAULO CHEGA SER UMA PIADA JOGANDO TAO MAL ASSIM SELOCO CREDO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:01:57.669-03:00
tá pafivinde,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:28.980-03:00
uma vergonha abritagem brasileira isso é roubo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:02:18.632-03:00
boa sorte cauly,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:09:13.626-03:00
vem lingard,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:51:49.892-03:00
chora sao paulino,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:41.445-03:00
pra compensar o q ela n deu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:58:27.014-03:00
roubadoooooooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:54:02.575-03:00
No meio de campo ele não deu nenhuma falta assim,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:07.045-03:00
Juíza Aderbal,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:49:25.341-03:00
Vcs tão mamando forte o Palmeiras vão te cat,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:09:07.791-03:00
disseram que sp ia cai olha aí slna sem,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:25:20.639-03:00
VARMEIRAS SEM MUNDIAL BI REBAIXADO VARMEIRAS SEM MUNDIAL BI REBAIXADO VARMEIRAS SEM MUNDIAL BI REBAIXADO VARMEIRAS SEM MUNDIAL BI REBAIXADO VARMEIRAS SEM MUNDIAL BI REBAIXADO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T23:02:58.075-03:00
xoq rei,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:37:36.665-03:00
Parmera eh bom de bola,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:17:49.185-03:00
A juiza é muito fraca,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:44.244-03:00
vai sau paulo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:44:27.636-03:00
pamersa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:05:21.798-03:00
não tem VAR..ela está puxando tudo para ela,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:11.043-03:00
comentarista todos triste,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:33:37.760-03:00
wkwmw,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:52.338-03:00
torcida péssima,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:27:47.674-03:00
LO HOJE TEM 3 MUNDIAL EM CAMPO TODOS DO SAO PAULO HOJE TEM 3 MUNDIAL EM CAMPO TODOS DO SAO PAULO HOJE TEM 3 MUNDIAL EM CAMPO TODOS DO SAO PAULO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:55:14.419-03:00
tamos eliminados mas temos mundial e começamos o ano ganhando títulos kkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:01:06.664-03:00
Chupa porcoooooo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:30:30.434-03:00
PENALTI RPZ,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:00:07.026-03:00
gollo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:08:39.724-03:00
já pô,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:39:56.100-03:00
aq é SPFC,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:24:32.745-03:00
novorizontino campeão krlh,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:13:46.514-03:00
CORINTHIANS COLOSSAL DE ITAQUERA,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:34:35.010-03:00
eu fui o 100 mil likes,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:18:48.301-03:00
nome do gato é Leila kkkkkkkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T19:52:48.328-03:00
"VAMOS LOTAR O CHAT DE ""VAMO SÃO PAULO!"" VAMO SÃO PAULO VAMO SÃO PAULO",0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:45:03.925-03:00
eiii arbita e namorada do Roque n vale,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:15:32.597-03:00
sem gol do Calleri não tem jogo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:04:00.501-03:00
FLAMENGO O KRL SEU MULEKE,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:40:29.782-03:00
"JUIZ ROUBANDO ATE EU, FI DE MAINHA",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:54:11.956-03:00
dificil o sao paulo n ser preojicado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:33:20.561-03:00
palmeiras passa fácil,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:25:37.914-03:00
GENTE EU TOU NO ESTADIO ACABOU DE SAIR GOLLLLLLOOOLLL DO SAO PAULO,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:58:41.831-03:00
corinthiana mas hoje eu torço para o São Paulo essa camisa é feia a cor dele é feia,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:21:03.123-03:00
foi cartão amarelo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:21.984-03:00
quinto jogo roubado pro Varmeiras,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:55:07.202-03:00
trikassss kkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:20:37.468-03:00
pressão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:47:12.993-03:00
Nem bateu,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:59:00.049-03:00
Grande clássico PalSão,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:25:35.123-03:00
corinthians bate a meta de likes mas não vai pra final do paulistão Kkkkkkkkkkk,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:17:56.497-03:00
foi nada seus chorões,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:45:45.783-03:00
2x1 pra quem tem Mundial e nunca foi rebaixado,0,chatgpt,0,,V580YrkHCB8,2026-03-01T18:41:46.814-03:00
Esse Lucas já virou ex jogador faz tempo,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:18:00.399-03:00
Vichi esse jogo promete,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:33:22.607-03:00
Passou aq em casa,0,chatgpt,0,,V580YrkHCB8,2026-03-01T22:15:22.839-03:00
"sou corintiano e quero que o sao paulo ganhe, pq dai perde pro novo horizontino",0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:24:16.733-03:00
Abaixa o volume da torcida,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:33:44.410-03:00
quem f,0,chatgpt,0,,V580YrkHCB8,2026-03-01T21:03:33.645-03:00
Vão transmitir jogos da Copa em 4k?,0,chatgpt,0,,V580YrkHCB8,2026-03-01T20:57:15.572-03:00
